loan_id,origination_month,original_balance,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type
LN000833,2022-07-01,241769.29,5.439,<600,70-80%,>50%,IL,Refinance-Rate-Term,Second Home,Single-Family
LN000834,2022-08-01,162090.76,4.707,650-699,70-80%,>50%,NY,Purchase,Owner-Occupied,Condo
LN000835,2023-03-01,407108.31,7.198,750-799,70-80%,<30%,TX,Refinance-Rate-Term,Second Home,Single-Family
LN000836,2024-05-01,171154.98,5.889,750-799,90-95%,>50%,CA,Refinance-Cashout,Owner-Occupied,Single-Family
LN000837,2024-09-01,355890.6,5.575,750-799,60-70%,40-50%,GA,Purchase,Owner-Occupied,Condo
LN000838,2024-06-01,391899.88,6.541,800+,60-70%,30-40%,TX,Purchase,Owner-Occupied,Single-Family
LN000839,2024-03-01,287308.22,5.601,600-649,90-95%,40-50%,NY,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000840,2024-12-01,269585.25,4.335,650-699,90-95%,>50%,MI,Refinance-Rate-Term,Second Home,Single-Family
LN000841,2024-05-01,201627.39,4.605,650-699,70-80%,<30%,IL,Purchase,Investment,Single-Family
LN000842,2024-09-01,346274.27,3.306,800+,60-70%,<30%,TX,Purchase,Second Home,Condo
LN000843,2024-03-01,50000.0,8.007,750-799,70-80%,30-40%,MI,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000844,2024-09-01,371572.63,6.396,650-699,60-70%,<30%,NC,Refinance-Cashout,Owner-Occupied,Single-Family
LN000845,2022-04-01,311947.63,2.5,600-649,90-95%,30-40%,TX,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000846,2023-10-01,277718.43,7.0,700-749,80-90%,40-50%,PA,Refinance-Cashout,Second Home,Single-Family
LN000847,2022-02-01,324230.23,2.801,650-699,60-70%,40-50%,OH,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000848,2022-10-01,162644.36,5.781,700-749,90-95%,30-40%,PA,Refinance-Cashout,Owner-Occupied,Single-Family
LN000849,2022-05-01,58700.73,2.5,800+,70-80%,30-40%,NY,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000850,2022-10-01,346857.51,4.358,700-749,>95%,40-50%,CA,Refinance-Cashout,Investment,Single-Family
LN000851,2024-09-01,431654.62,7.011,800+,>95%,30-40%,TX,Purchase,Owner-Occupied,Single-Family
LN000852,2023-01-01,126059.8,7.095,700-749,<60%,40-50%,MI,Refinance-Cashout,Owner-Occupied,Single-Family
LN000853,2024-07-01,194751.99,5.46,700-749,60-70%,>50%,MI,Purchase,Owner-Occupied,Multi-Unit
LN000854,2024-12-01,375232.49,6.181,750-799,70-80%,>50%,PA,Purchase,Investment,Single-Family
LN000855,2023-12-01,335888.98,2.88,700-749,>95%,40-50%,GA,Purchase,Owner-Occupied,Single-Family
LN000856,2023-03-01,596310.85,5.807,700-749,>95%,30-40%,FL,Purchase,Owner-Occupied,Single-Family
LN000857,2024-05-01,407565.75,6.276,750-799,70-80%,<30%,OH,Purchase,Owner-Occupied,Multi-Unit
LN000858,2022-08-01,383542.45,8.855,750-799,60-70%,40-50%,NC,Refinance-Cashout,Second Home,Single-Family
LN000859,2022-05-01,223621.13,4.065,600-649,60-70%,>50%,NY,Refinance-Rate-Term,Second Home,Single-Family
LN000860,2024-05-01,352480.58,5.024,650-699,80-90%,<30%,OH,Refinance-Cashout,Investment,Condo
LN000861,2022-04-01,449541.37,5.117,700-749,70-80%,<30%,OH,Refinance-Cashout,Owner-Occupied,Single-Family
LN000862,2022-12-01,283560.92,6.048,800+,70-80%,40-50%,MI,Purchase,Owner-Occupied,Single-Family
LN000863,2022-02-01,288278.54,6.321,800+,70-80%,<30%,NC,Purchase,Second Home,Single-Family
LN000864,2024-03-01,314135.35,6.591,600-649,80-90%,<30%,FL,Purchase,Investment,Single-Family
LN000865,2024-07-01,233550.13,6.482,600-649,90-95%,>50%,CA,Purchase,Owner-Occupied,Single-Family
LN000866,2024-12-01,326896.35,2.778,800+,70-80%,<30%,GA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000867,2024-12-01,324397.21,2.5,650-699,60-70%,<30%,NY,Purchase,Owner-Occupied,Single-Family
LN000868,2024-02-01,447998.64,4.228,650-699,80-90%,30-40%,TX,Purchase,Owner-Occupied,Single-Family
LN000869,2024-03-01,281060.76,4.947,<600,90-95%,40-50%,IL,Purchase,Owner-Occupied,Multi-Unit
LN000870,2022-05-01,367472.85,4.08,650-699,70-80%,30-40%,NY,Purchase,Owner-Occupied,Single-Family
LN000871,2023-08-01,284043.47,4.31,750-799,70-80%,30-40%,CA,Purchase,Owner-Occupied,Single-Family
LN000872,2022-11-01,363975.94,4.496,700-749,60-70%,40-50%,OH,Refinance-Cashout,Second Home,Multi-Unit
LN000873,2022-10-01,274994.15,5.866,700-749,70-80%,30-40%,NY,Purchase,Owner-Occupied,Single-Family
LN000874,2022-06-01,357347.3,3.449,800+,60-70%,<30%,GA,Purchase,Owner-Occupied,Condo
LN000875,2022-08-01,372823.58,4.883,600-649,70-80%,<30%,NC,Purchase,Owner-Occupied,Single-Family
LN000876,2023-11-01,193334.39,4.895,600-649,70-80%,30-40%,GA,Refinance-Rate-Term,Owner-Occupied,Condo
LN000877,2024-02-01,410237.54,5.832,750-799,70-80%,40-50%,CA,Purchase,Owner-Occupied,Condo
LN000878,2022-12-01,283352.26,6.743,750-799,<60%,40-50%,GA,Purchase,Owner-Occupied,Single-Family
LN000879,2024-02-01,253020.33,7.526,650-699,60-70%,40-50%,IL,Purchase,Owner-Occupied,Single-Family
LN000880,2023-01-01,228999.19,3.881,650-699,70-80%,40-50%,CA,Refinance-Cashout,Second Home,Single-Family
LN000881,2023-06-01,329820.03,2.5,650-699,70-80%,<30%,NC,Refinance-Cashout,Owner-Occupied,Single-Family
LN000882,2024-01-01,299537.83,4.637,700-749,70-80%,40-50%,NC,Purchase,Owner-Occupied,Multi-Unit
LN000883,2024-09-01,337080.72,2.617,600-649,80-90%,40-50%,OH,Refinance-Rate-Term,Second Home,Single-Family
LN000884,2022-12-01,339022.08,9.0,700-749,60-70%,30-40%,OH,Purchase,Owner-Occupied,Condo
LN000885,2024-12-01,360858.46,3.691,600-649,70-80%,30-40%,CA,Purchase,Investment,Condo
LN000886,2022-04-01,577628.41,5.846,750-799,70-80%,30-40%,NC,Purchase,Owner-Occupied,Single-Family
LN000887,2022-05-01,303969.18,6.401,700-749,90-95%,30-40%,CA,Purchase,Owner-Occupied,Single-Family
LN000888,2022-08-01,226542.66,5.511,700-749,70-80%,30-40%,OH,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000889,2024-04-01,98018.67,8.115,<600,70-80%,40-50%,NC,Refinance-Cashout,Owner-Occupied,Single-Family
LN000890,2024-07-01,180468.32,4.696,600-649,70-80%,40-50%,NC,Purchase,Owner-Occupied,Multi-Unit
LN000891,2022-09-01,423534.87,3.748,750-799,70-80%,40-50%,IL,Purchase,Owner-Occupied,Single-Family
LN000892,2024-05-01,371992.45,3.67,750-799,80-90%,<30%,PA,Purchase,Owner-Occupied,Single-Family
LN000893,2023-02-01,165001.4,6.125,750-799,60-70%,<30%,TX,Purchase,Second Home,Condo
LN000894,2023-10-01,546421.24,4.715,750-799,80-90%,40-50%,TX,Refinance-Cashout,Second Home,Single-Family
LN000895,2022-11-01,332676.45,3.67,600-649,70-80%,40-50%,MI,Refinance-Cashout,Owner-Occupied,Single-Family
LN000896,2023-11-01,346031.67,5.662,750-799,>95%,30-40%,NC,Refinance-Rate-Term,Owner-Occupied,Condo
LN000897,2022-01-01,524422.52,6.064,650-699,70-80%,40-50%,CA,Purchase,Owner-Occupied,Single-Family
LN000898,2023-09-01,473945.57,5.407,600-649,90-95%,<30%,MI,Refinance-Rate-Term,Owner-Occupied,Condo
LN000899,2024-02-01,378113.75,6.349,750-799,70-80%,40-50%,IL,Purchase,Investment,Condo
LN000900,2024-12-01,382921.39,5.132,750-799,60-70%,>50%,OH,Refinance-Cashout,Owner-Occupied,Single-Family
LN000901,2023-11-01,392278.51,4.11,750-799,60-70%,40-50%,MI,Purchase,Owner-Occupied,Single-Family
LN000902,2022-01-01,275903.29,6.217,750-799,90-95%,>50%,PA,Purchase,Owner-Occupied,Single-Family
LN000903,2023-03-01,328679.29,3.665,800+,70-80%,30-40%,PA,Purchase,Owner-Occupied,Single-Family
LN000904,2023-09-01,357432.05,3.307,600-649,70-80%,40-50%,PA,Purchase,Second Home,Single-Family
LN000905,2022-09-01,287321.74,6.734,800+,60-70%,<30%,GA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000906,2022-09-01,203458.05,4.478,700-749,>95%,<30%,OH,Refinance-Rate-Term,Owner-Occupied,Multi-Unit
LN000907,2022-10-01,273386.96,7.499,750-799,60-70%,<30%,IL,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000908,2024-02-01,201206.74,6.285,750-799,60-70%,30-40%,MI,Purchase,Owner-Occupied,Condo
LN000909,2024-11-01,306437.26,4.364,700-749,90-95%,30-40%,TX,Purchase,Owner-Occupied,Single-Family
LN000910,2024-01-01,121954.28,5.729,750-799,90-95%,40-50%,MI,Refinance-Cashout,Second Home,Single-Family
LN000911,2024-02-01,334103.85,8.793,650-699,60-70%,>50%,PA,Refinance-Cashout,Owner-Occupied,Multi-Unit
LN000912,2022-11-01,136872.55,6.131,800+,90-95%,40-50%,MI,Purchase,Owner-Occupied,Condo
LN000913,2022-02-01,259652.69,5.873,600-649,60-70%,30-40%,IL,Refinance-Cashout,Owner-Occupied,Single-Family
LN000914,2022-07-01,350410.11,4.108,650-699,<60%,>50%,NY,Refinance-Cashout,Owner-Occupied,Single-Family
LN000915,2023-06-01,379114.67,7.767,<600,80-90%,30-40%,MI,Refinance-Rate-Term,Second Home,Single-Family
LN000916,2024-03-01,367235.92,6.977,650-699,80-90%,40-50%,IL,Purchase,Owner-Occupied,Single-Family
LN000917,2024-10-01,331973.39,4.122,650-699,70-80%,40-50%,NC,Refinance-Rate-Term,Owner-Occupied,Condo
LN000918,2024-03-01,188072.67,7.821,<600,<60%,>50%,TX,Purchase,Owner-Occupied,Single-Family
LN000919,2023-05-01,398060.84,5.247,700-749,60-70%,30-40%,PA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000920,2023-12-01,190359.86,3.739,700-749,80-90%,40-50%,NC,Purchase,Investment,Single-Family
LN000921,2024-01-01,409457.58,4.102,600-649,>95%,30-40%,MI,Refinance-Cashout,Owner-Occupied,Single-Family
LN000922,2022-07-01,362770.48,6.317,650-699,70-80%,30-40%,IL,Refinance-Rate-Term,Owner-Occupied,Condo
LN000923,2022-06-01,435890.15,3.75,800+,80-90%,30-40%,PA,Purchase,Owner-Occupied,Single-Family
LN000924,2023-12-01,302486.85,3.345,600-649,60-70%,30-40%,MI,Refinance-Rate-Term,Owner-Occupied,Multi-Unit
LN000925,2024-09-01,218123.59,4.342,650-699,80-90%,30-40%,NY,Purchase,Owner-Occupied,Condo
LN000926,2024-05-01,170734.75,4.566,<600,<60%,40-50%,IL,Purchase,Second Home,Single-Family
LN000927,2023-10-01,181842.07,3.99,600-649,70-80%,30-40%,GA,Purchase,Owner-Occupied,Condo
LN000928,2024-02-01,136322.53,4.319,750-799,70-80%,40-50%,CA,Purchase,Owner-Occupied,Single-Family
LN000929,2024-04-01,394200.29,6.375,700-749,90-95%,40-50%,CA,Refinance-Cashout,Owner-Occupied,Single-Family
LN000930,2023-09-01,406741.7,5.385,700-749,70-80%,40-50%,MI,Purchase,Owner-Occupied,Single-Family
LN000931,2022-07-01,355369.99,4.227,650-699,70-80%,30-40%,NY,Refinance-Rate-Term,Owner-Occupied,Multi-Unit
LN000932,2023-05-01,296695.91,4.358,750-799,80-90%,40-50%,MI,Purchase,Second Home,Single-Family
LN000933,2023-08-01,506095.94,4.803,750-799,70-80%,>50%,FL,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000934,2023-08-01,290185.15,4.888,650-699,60-70%,40-50%,IL,Purchase,Owner-Occupied,Single-Family
LN000935,2023-10-01,322091.68,4.895,<600,70-80%,40-50%,MI,Purchase,Second Home,Single-Family
LN000936,2024-04-01,295214.85,6.32,600-649,80-90%,30-40%,GA,Refinance-Cashout,Owner-Occupied,Condo
LN000937,2022-07-01,266169.19,5.296,750-799,70-80%,>50%,CA,Purchase,Owner-Occupied,Condo
LN000938,2022-01-01,363097.45,5.34,600-649,60-70%,40-50%,IL,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000939,2024-08-01,236650.33,7.14,700-749,70-80%,30-40%,IL,Purchase,Owner-Occupied,Single-Family
LN000940,2023-01-01,229942.22,7.815,650-699,>95%,30-40%,TX,Purchase,Owner-Occupied,Single-Family
LN000941,2024-06-01,368146.94,3.154,650-699,<60%,40-50%,IL,Refinance-Cashout,Owner-Occupied,Single-Family
LN000942,2023-11-01,250239.16,2.632,<600,70-80%,30-40%,GA,Refinance-Rate-Term,Owner-Occupied,Condo
LN000943,2023-07-01,313348.2,4.476,650-699,70-80%,40-50%,MI,Purchase,Owner-Occupied,Single-Family
LN000944,2024-08-01,265867.19,6.175,600-649,<60%,30-40%,OH,Refinance-Cashout,Owner-Occupied,Condo
LN000945,2024-06-01,298844.87,5.564,700-749,70-80%,30-40%,TX,Purchase,Owner-Occupied,Single-Family
LN000946,2024-05-01,232671.09,6.581,700-749,90-95%,40-50%,PA,Purchase,Second Home,Single-Family
LN000947,2024-05-01,235941.12,4.411,700-749,<60%,40-50%,MI,Purchase,Owner-Occupied,Single-Family
LN000948,2024-06-01,218026.79,2.5,750-799,80-90%,40-50%,CA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000949,2023-04-01,384333.01,2.95,750-799,80-90%,40-50%,MI,Purchase,Owner-Occupied,Single-Family
LN000950,2023-07-01,317188.48,5.847,750-799,70-80%,>50%,MI,Purchase,Owner-Occupied,Single-Family
LN000951,2023-06-01,391855.08,6.593,800+,60-70%,30-40%,FL,Refinance-Cashout,Owner-Occupied,Single-Family
LN000952,2022-01-01,402538.66,2.5,650-699,90-95%,40-50%,PA,Purchase,Owner-Occupied,Single-Family
LN000953,2023-02-01,254008.57,7.116,650-699,80-90%,30-40%,NC,Purchase,Investment,Single-Family
LN000954,2022-02-01,388158.5,5.697,700-749,60-70%,40-50%,CA,Purchase,Owner-Occupied,Single-Family
LN000955,2024-04-01,298587.93,4.894,700-749,60-70%,30-40%,PA,Purchase,Owner-Occupied,Single-Family
LN000956,2024-06-01,284132.65,4.06,700-749,70-80%,>50%,TX,Purchase,Owner-Occupied,Condo
LN000957,2022-04-01,425236.71,7.387,<600,70-80%,30-40%,NC,Purchase,Owner-Occupied,Single-Family
LN000958,2022-01-01,355376.85,6.346,700-749,70-80%,<30%,TX,Purchase,Owner-Occupied,Single-Family
LN000959,2022-08-01,264757.57,5.736,800+,>95%,<30%,FL,Purchase,Owner-Occupied,Single-Family
LN000960,2024-05-01,348879.33,3.903,650-699,70-80%,<30%,TX,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000961,2022-03-01,173428.73,7.421,800+,90-95%,30-40%,NY,Refinance-Cashout,Owner-Occupied,Single-Family
LN000962,2024-08-01,324731.3,5.046,700-749,80-90%,30-40%,NY,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000963,2022-10-01,150040.84,5.449,600-649,60-70%,>50%,MI,Purchase,Owner-Occupied,Condo
LN000964,2022-10-01,201560.04,5.11,700-749,80-90%,30-40%,CA,Purchase,Second Home,Single-Family
LN000965,2023-07-01,358463.97,3.852,700-749,70-80%,30-40%,GA,Refinance-Rate-Term,Second Home,Single-Family
LN000966,2024-10-01,50000.0,5.48,700-749,60-70%,40-50%,IL,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000967,2024-09-01,480251.19,6.045,700-749,70-80%,<30%,GA,Purchase,Owner-Occupied,Single-Family
LN000968,2023-11-01,383449.27,4.338,700-749,70-80%,40-50%,PA,Purchase,Owner-Occupied,Single-Family
LN000969,2024-04-01,116146.69,5.351,<600,70-80%,30-40%,TX,Refinance-Rate-Term,Owner-Occupied,Condo
LN000970,2024-08-01,539849.86,5.088,650-699,>95%,40-50%,OH,Purchase,Owner-Occupied,Single-Family
LN000971,2022-07-01,567410.39,6.373,650-699,90-95%,<30%,MI,Purchase,Second Home,Multi-Unit
LN000972,2024-05-01,281950.83,4.552,800+,60-70%,<30%,NC,Purchase,Owner-Occupied,Single-Family
LN000973,2022-08-01,207351.09,5.34,650-699,80-90%,40-50%,OH,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000974,2022-01-01,468630.36,5.656,750-799,<60%,30-40%,IL,Refinance-Rate-Term,Second Home,Multi-Unit
LN000975,2022-03-01,265620.99,4.518,650-699,60-70%,>50%,NY,Refinance-Cashout,Second Home,Condo
LN000976,2023-12-01,316103.95,3.762,600-649,60-70%,30-40%,GA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000977,2023-11-01,421728.97,4.006,650-699,70-80%,40-50%,PA,Purchase,Owner-Occupied,Single-Family
LN000978,2022-08-01,284648.85,5.614,650-699,60-70%,>50%,IL,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000979,2022-03-01,275894.57,4.647,800+,70-80%,30-40%,OH,Purchase,Owner-Occupied,Single-Family
LN000980,2024-09-01,172760.5,4.627,750-799,60-70%,40-50%,FL,Purchase,Owner-Occupied,Single-Family
LN000981,2024-04-01,236945.69,5.906,800+,70-80%,<30%,NC,Refinance-Cashout,Owner-Occupied,Single-Family
LN000982,2022-08-01,273923.02,6.529,750-799,90-95%,40-50%,NY,Purchase,Owner-Occupied,Single-Family
LN000983,2024-10-01,176143.68,6.788,700-749,>95%,40-50%,NY,Purchase,Investment,Single-Family
LN000984,2024-11-01,185206.42,4.081,750-799,80-90%,30-40%,GA,Refinance-Cashout,Owner-Occupied,Single-Family
LN000985,2024-08-01,303360.13,6.384,700-749,70-80%,<30%,PA,Refinance-Cashout,Owner-Occupied,Single-Family
LN000986,2023-12-01,115029.59,8.127,750-799,80-90%,40-50%,CA,Purchase,Owner-Occupied,Single-Family
LN000987,2023-02-01,212083.7,5.189,650-699,80-90%,40-50%,TX,Purchase,Investment,Single-Family
LN000988,2024-08-01,494459.4,4.89,700-749,80-90%,>50%,NC,Purchase,Owner-Occupied,Single-Family
LN000989,2023-04-01,265453.14,4.577,700-749,<60%,40-50%,PA,Refinance-Cashout,Owner-Occupied,Single-Family
LN000990,2022-04-01,252927.66,3.404,<600,70-80%,30-40%,OH,Purchase,Owner-Occupied,Multi-Unit
LN000991,2023-09-01,265005.42,6.263,700-749,70-80%,40-50%,NC,Refinance-Cashout,Second Home,Single-Family
LN000992,2023-02-01,266584.76,4.897,750-799,70-80%,40-50%,FL,Purchase,Owner-Occupied,Single-Family
LN000993,2024-07-01,357486.89,4.775,700-749,70-80%,30-40%,IL,Purchase,Second Home,Multi-Unit
LN000994,2023-06-01,350486.62,6.031,700-749,80-90%,<30%,IL,Purchase,Owner-Occupied,Condo
LN000995,2022-07-01,260924.16,6.169,650-699,80-90%,40-50%,MI,Purchase,Owner-Occupied,Single-Family
LN000996,2022-10-01,278616.26,4.099,750-799,<60%,40-50%,OH,Refinance-Cashout,Owner-Occupied,Single-Family
LN000997,2022-07-01,431277.31,4.135,700-749,70-80%,<30%,TX,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000998,2024-09-01,148969.52,4.068,800+,70-80%,>50%,NY,Purchase,Owner-Occupied,Single-Family
LN000999,2023-11-01,294241.8,8.17,800+,60-70%,30-40%,NY,Purchase,Second Home,Single-Family
LN001000,2023-09-01,313524.65,7.216,800+,<60%,>50%,GA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN001001,2023-07-01,222331.71,6.061,600-649,80-90%,30-40%,MI,Purchase,Owner-Occupied,Single-Family
LN001002,2023-07-01,288486.34,4.437,650-699,70-80%,30-40%,FL,Refinance-Cashout,Owner-Occupied,Condo
LN001003,2024-12-01,208832.35,4.615,800+,90-95%,30-40%,TX,Purchase,Owner-Occupied,Single-Family
LN001004,2024-05-01,363716.91,5.545,750-799,80-90%,40-50%,NC,Purchase,Owner-Occupied,Multi-Unit
LN001005,2023-06-01,166179.33,8.314,800+,90-95%,30-40%,NY,Purchase,Second Home,Condo
LN001006,2022-02-01,406233.37,5.433,700-749,<60%,40-50%,NC,Purchase,Owner-Occupied,Single-Family
LN001007,2022-01-01,292669.48,5.763,700-749,60-70%,<30%,PA,Purchase,Owner-Occupied,Single-Family
LN001008,2022-05-01,255196.61,2.5,600-649,70-80%,40-50%,CA,Refinance-Cashout,Owner-Occupied,Single-Family
LN001009,2023-08-01,199530.29,5.386,750-799,60-70%,30-40%,FL,Purchase,Owner-Occupied,Single-Family
LN001010,2022-11-01,403065.78,2.909,750-799,70-80%,<30%,OH,Purchase,Investment,Single-Family
LN001011,2022-02-01,234813.79,4.27,600-649,80-90%,30-40%,NC,Purchase,Second Home,Single-Family
LN001012,2022-03-01,183275.14,5.07,650-699,>95%,<30%,GA,Refinance-Rate-Term,Owner-Occupied,Condo
LN001013,2023-11-01,405146.33,4.547,700-749,90-95%,40-50%,IL,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN001014,2022-12-01,209569.42,4.046,750-799,70-80%,30-40%,GA,Refinance-Rate-Term,Investment,Single-Family
LN001015,2023-08-01,290551.77,4.059,600-649,70-80%,<30%,TX,Purchase,Owner-Occupied,Condo
LN001016,2022-05-01,381880.38,4.683,650-699,60-70%,30-40%,FL,Refinance-Rate-Term,Investment,Single-Family
LN001017,2024-06-01,315795.76,4.618,650-699,70-80%,30-40%,GA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN001018,2022-09-01,473085.15,5.03,650-699,90-95%,<30%,NC,Purchase,Owner-Occupied,Single-Family
LN001019,2024-10-01,216504.96,4.918,800+,<60%,30-40%,MI,Purchase,Owner-Occupied,Single-Family
LN001020,2024-11-01,278948.87,6.918,750-799,70-80%,40-50%,GA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN001021,2023-10-01,286682.19,2.5,750-799,90-95%,30-40%,NY,Purchase,Second Home,Single-Family
LN001022,2023-12-01,362123.5,5.367,750-799,60-70%,30-40%,PA,Purchase,Owner-Occupied,Single-Family
LN001023,2023-05-01,428862.31,5.107,700-749,>95%,30-40%,IL,Purchase,Owner-Occupied,Condo
LN001024,2022-10-01,307361.65,4.799,750-799,<60%,<30%,NY,Purchase,Investment,Single-Family
LN001025,2024-06-01,286233.62,3.941,800+,90-95%,40-50%,NC,Purchase,Owner-Occupied,Multi-Unit
LN001026,2023-11-01,151700.81,4.775,750-799,70-80%,>50%,MI,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN001027,2024-08-01,311238.12,2.55,700-749,60-70%,30-40%,FL,Refinance-Cashout,Owner-Occupied,Condo
LN001028,2023-05-01,234970.0,5.31,750-799,60-70%,30-40%,CA,Purchase,Owner-Occupied,Single-Family
LN001029,2023-05-01,361843.63,5.582,800+,80-90%,30-40%,OH,Purchase,Owner-Occupied,Multi-Unit
LN001030,2023-02-01,259031.58,3.944,600-649,90-95%,40-50%,MI,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN001031,2022-09-01,275936.19,7.911,650-699,70-80%,40-50%,GA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN001032,2022-02-01,153973.2,4.819,800+,90-95%,40-50%,FL,Purchase,Owner-Occupied,Single-Family
LN001033,2024-01-01,118854.79,5.066,800+,80-90%,30-40%,FL,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN001034,2022-09-01,486098.7,7.004,700-749,<60%,40-50%,PA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN001035,2023-10-01,312968.39,8.213,700-749,80-90%,40-50%,TX,Purchase,Owner-Occupied,Condo
LN001036,2022-04-01,340433.55,3.315,650-699,70-80%,30-40%,PA,Purchase,Owner-Occupied,Single-Family
LN001037,2024-02-01,208770.5,4.134,700-749,70-80%,30-40%,IL,Purchase,Owner-Occupied,Single-Family
LN001038,2024-05-01,387552.36,4.846,800+,<60%,30-40%,OH,Refinance-Cashout,Owner-Occupied,Condo
LN001039,2024-10-01,369513.99,3.886,600-649,70-80%,40-50%,NC,Purchase,Owner-Occupied,Multi-Unit
LN001040,2023-11-01,219757.28,6.269,700-749,70-80%,>50%,NC,Purchase,Investment,Single-Family
LN001041,2022-11-01,194049.46,3.721,800+,60-70%,<30%,CA,Purchase,Owner-Occupied,Single-Family
LN001042,2022-06-01,226747.23,6.9,650-699,70-80%,30-40%,OH,Refinance-Cashout,Owner-Occupied,Single-Family
LN001043,2023-06-01,297171.74,5.935,750-799,90-95%,>50%,FL,Purchase,Owner-Occupied,Single-Family
LN001044,2023-09-01,316710.7,6.746,700-749,<60%,<30%,NY,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN001045,2024-12-01,303839.4,3.727,750-799,80-90%,30-40%,TX,Refinance-Rate-Term,Investment,Single-Family
LN001046,2024-10-01,429873.01,4.425,800+,70-80%,<30%,CA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN001047,2023-05-01,228504.31,6.347,700-749,<60%,<30%,MI,Refinance-Cashout,Owner-Occupied,Single-Family
LN001048,2024-01-01,191333.8,6.075,750-799,80-90%,>50%,FL,Purchase,Owner-Occupied,Single-Family
LN001049,2022-12-01,300009.9,4.57,800+,60-70%,30-40%,MI,Refinance-Cashout,Owner-Occupied,Single-Family
